reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_status,screened_credit
237,PRIMARY,P0178,RG0769FEADDE630325,CW182A731A9A027DFB2E76,Meta-Guided Sample Reweighting for Robust Cross-Modal Hashing Retrieval with Noisy Labels,RQ3,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,C9FC4CC0242DEB057E0F21A26038C40FC38B8BDD476EAF067F9392448794AA67,sources/P0178.pdf,PDF,0F2E43709FB1E028E1DA20E35711458FA5B6933B7B2AA57D79C515D080DE5A30,4811806,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
238,PRIMARY,P0018,RG062691A4D7811C1A,CW9A84878E2681A4B91986,IdentifyMix: An efficient two-stage learning approach to combating label noise,RQ7,RQ1;RQ2;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CBA4B6909A7EA925B2A20ED73920C90899B4CE17272522B8EFBA833C0AAED5B3,sources/P0018.pdf,PDF,288BB103970206050E7D1E3F077DCA7F523C6A135DAA2EFA6BFB70E07B89E0D4,1952348,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
239,PRIMARY,P0318,RGB20F30EECB4050E3,CWE3572132FC6F3DC7C5F1,Concept Influence: Leveraging Interpretability to Improve Performance and Efficiency in Training Data Attribution,RQ6,RQ3;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,CD5C6125026C7D90F3E9381F098787439D15CA720A6997BE28D202F99FEC3E89,sources/P0318.pdf,PDF,5EA3B3D77EBAA902E353078E18BA51FE293815806C6D225451096D8FEC9F75BC,12217941,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
240,PRIMARY,P0426,RGD9F8F092349136B1,CW50FF2FD6A1526CCC4FC0,AdaER: An Adaptive Experience Replay Approach for Continual Lifelong Learning,RQ5,RQ3;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CE6ACFC8F17594957D5C039A20E513DF50ED75086E056A3F5CFB9CD22EF95B1A,sources/P0426.pdf,PDF,DC82A8CAFABFC66C66A71FA8DB01DC4066252280B73AB83BA09365D15ED7074B,1063171,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
241,PRIMARY,P0052,RGE5D522CCAF8B579E,CWA78C48704475538DD177,Intriguing Properties of Data Attribution on Diffusion Models,RQ7,RQ3,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,CE785BF9F3BE1B132C992BC5FDB931CDAD5468948C32D1357BE2CB6D77314349,sources/P0052.pdf,PDF,388C07952BEF07693534EAB0343B4C2CD9693783CD052F20F0247FEC22BE8B3F,16638614,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
242,PRIMARY,P0475,RGD483F49039D8F1AF,CWFC8CB2A2F3F03A90CAD7,Classification with Asymmetric Label Noise: Consistency and Maximal\n Denoising,RQ8,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,CF0224D00ADC9369EEA05D6B704CC115582E869A1F704FC5CE778BE8EE8662E9,sources/P0475.pdf,PDF,88056C20B008760CFB3A96A6011F87772FBE8963CA02400506A5970D72A9A432,683009,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
243,PRIMARY,P0185,RGF0328A138F658CBD,CWA544A809083906B6AD96,Data Selection Strategies for Multi-Domain Sentiment Analysis,RQ7,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D0B0766D03E2E36F67EA3E4F7517CCA9372336F5E60A308D67394B90FD54D4D5,sources/P0185.pdf,PDF,0249F8313EF87A7C95F011F620433C5F78C29F763DF6408C133E172CF9603328,6429082,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
244,PRIMARY,P0351,RG8847A586A685ED41,CWD03815C5945AF1B164ED,RANSAC-based training data selection for speaker state recognition,RQ8,RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D0D06EDB4E4F3FDD7F68A849B510971C7515E5F808471A85FB4028D084C7AF47,sources/P0351.pdf,PDF,32D0B3F3645F5A69FFC5724E898D09C2A792BB8599455C73BFA8B63C41645939,211506,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
245,PRIMARY,P0263,RGEF55B4AA75DDA72D,CWDCF29EDCAD7E6522D3AC,Automatic Lecture Transcription Based on Discriminative Data Selection for Lightly Supervised Acoustic Model Training,RQ7,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D12F38E6F7D40AA5188D91AA942613B8921A1A234AB76CD1D81243441550AC66,sources/P0263.pdf,PDF,E838506A5036F48CC621EBD1E7F162494B2BF21942428E9FAB40D400A2F7DC6D,1171961,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
246,PRIMARY,P0062,RG5B0CE2049303E977,CWF6AD9A4067DBB8C97025,Data Pruning for Efficient Model Pruning in Neural Machine Translation,RQ5,RQ1;RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D4DEC3C18A55557B117F353E8C5CD850526F987895D78A91E3B1477A385369C9,sources/P0062.pdf,PDF,ADE9D39FC6056191DEF902751D2062BC9FBA93162FFB46FBA5F5F5D24612AB24,3867339,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
247,PRIMARY,P0175,RGA0869E4BB40C0D4B,CW37A7BBEA9BA08FC39C26,Distill Gold from Massive Ores: Bi-level Data Pruning towards Efficient Dataset Distillation,RQ1,RQ3;RQ4;RQ5;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,D5A009CDBFEBA804B26BBDA17E811C9D916103A2204D0495978696FE7FDFA54E,sources/P0175.pdf,PDF,7BF5C13158C517D190C460F1B6DC51F130A3D0E6D98ED91D418B8BB94293EAE1,1790624,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
248,PRIMARY,P0469,RG1781C43B09CA400C,CWB5EA91A539EE7F52A2D9,Generating High Fidelity Synthetic Data via Coreset selection and Entropic Regularization,RQ5,RQ2;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D5A56E065D564966A25598596433660B14B75199FA7DEB2107114DBDA7BC2011,sources/P0469.pdf,PDF,92EF96E09AC577CDCE7F97C118B7FB7250F6EC1A6C85BFBA50380DEC04555C35,1077686,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
249,PRIMARY,P0088,RG0124A17CB6368968,CW5EF1D0E8F9D8B7023B32,Less is More: Data Pruning for Faster Adversarial Training,RQ7,RQ3;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D61343553FD24320397A9C7D5C85CFBA9F64E2CCCDED0054493AAEE3C164053F,sources/P0088.pdf,PDF,715AEB4C1D1F011C51C2EE5871E4BD16ED7A0BEE92FEE4AA6D1C638CD7530006,896625,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
250,PRIMARY,P0039,RG5865257ECD4A5F54,CW21C35A24A1896465F6FE,Efficient and Robust Quantization-aware Training via Adaptive Coreset Selection,RQ5,RQ1;RQ2;RQ3;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D6399202B1DB3ACB0FEC42B483F309599D740BEA9C9663BB2CCE48FF8447B49D,sources/P0039.pdf,PDF,DA8DD93A84E162423C516445559607FFDE6FC61F12A0CF921165BC9DD913781B,1490843,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
251,PRIMARY,P0086,RG5F2B30F793B2BCFB,CWB09C915F9F53753EA7C6,Towards High Supervised Learning Utility Training Data Generation: Data Pruning and Column Reordering,RQ7,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D7C3A1A48FED66928D8FD16039B4E9B1B2042FADFC0CD0F4634B4D6445B6F6F6,sources/P0086.pdf,PDF,28C31245D82F03A59AE34DBE39A81470C23D5294A379D802A3BB63CBE730CCE9,1092439,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
252,PRIMARY,P0179,RGA5EBD152AB01B763,CWBC032AFCC4E1994E33E8,A Study on Training Data Selection Method for EEG Emotion Analysis using Machine Learning Algorithm,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D8BEFCA01D7F458DCC5E32E9BDE0BA1352EF27B3EA6FFACD4D4D14E9AB7D5A47,sources/P0179.pdf,PDF,47A240A115AFDD5A4BCB6468A281469286CF5D8E9F5F04BC04BA45D9B08A588E,465783,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
253,PRIMARY,P0045,RGB88CEB648A452ED6,CWAC9B87EE2BC924943C00,Scheduled Dialog Policy Learning: An Automatic Curriculum Learning Framework for Task-oriented Dialog System,RQ1,RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D94E513B6230FE837E494D9B95E6ACA4CC51D943752DE7A7880639185BC43628,sources/P0045.pdf,PDF,3BC74055C6CF91A95FA41CAC624F3EEBF426B66CFC9895E1744D0C36F7E3C66A,7730588,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
254,PRIMARY,P0240,RG6C82C52AB6B24B6F,CWDECE50179B7F50ADB939,Neyman-Pearson and equal opportunity: when efficiency meets fairness in classification,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,D9DB9C9CE9ADA18B378FC1B7EA9E21F5177210877C3D9C6B2E13E7070B67CE0B,sources/P0240.pdf,PDF,086F488C207D423BA562E5E2482D9066A764E02F64062C179CF814A5C96E52DA,1045365,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
255,PRIMARY,P0204,RGE2024D354EF2D0A1,CW98583D9FDAB29511E544,Data Attribution in Large Language Models via Bidirectional Gradient Optimization,RQ2,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,D9FFCFFC52489E862CE95B4697729CE19A0A2D8205F7A0C37B7B38DF93B356FA,sources/P0204.pdf,PDF,39A3ADAE7556AEF4CA6F8F34C3E050A8DCE4023C8608652CA4DBBD1CE3CF5352,442112,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
256,PRIMARY,P0072,RG8979E3BD1560FA0E,CWC7D02ADD95B6197D22FB,The impact of training data selection on the software defect prediction performance and data complexity,RQ7,RQ1;RQ4;RQ5,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,DB159A7B668867E128B22A8C3C2B1783257E5C58984128B8AC240FE3FEDF0E90,sources/P0072.pdf,PDF,015C51B0E1EFEFF84EF5A3619749B7ED09466B77F07980703F4DCFB138B1C3CC,1399352,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
257,PRIMARY,P0461,RGD0564510AF2F98BF,CW54FEC581711A6E9389EE,PropMix: Hard Sample Filtering and Proportional MixUp for Learning with Noisy Labels,RQ6,RQ1;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,DB930D7D88336496CE84E99539F72C6638EC048FDAF900E8D51775009750C894,sources/P0461.pdf,PDF,0BE5B5A1063ADFAF58AFE5F72ED34E46367599CC674573589506ED9BDE81F93E,606970,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
258,PRIMARY,P0154,RG311779B2BC4CEC0A,CW85DF4BCD773E47F4EE59,Co-teaching: Robust Training of Deep Neural Networks with Extremely Noisy Labels,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,DC3A7C9194E05BC7A908DB1C0855D6640A2C353A23235E61F640331E59ABF4A4,sources/P0154.pdf,PDF,217F5E7262AF5BB555E3DDB11D5806F094AF6965C7BCD71D10F159D3657D8593,1984230,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
259,PRIMARY,P0193,RG059D396208B88E50,CWAE64A5F7A61963ECD851,Language Model-Driven Data Pruning Enables Efficient Active Learning,RQ5,RQ4;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,DCDD8056A6C058291C9CC34D8D00A61BABBD9693597D11ED3D2EBC9BE968A8E3,sources/P0193.pdf,PDF,6F65F070C9ACBA518D19D9801AE06DD034FEC425BA67EA3049AF252AF8FF2D0B,1001424,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
260,PRIMARY,P0384,RGD03969E6690B5159,CWF5618C76FE3CA74D33B8,An Empirical Exploration of Curriculum Learning for Neural Machine Translation,RQ7,RQ1;RQ6,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,GLOBAL_FILL,DE7154886F148F43C539901D5AA2B341A7D297F7D9CF82581722510EEC01FA85,sources/P0384.pdf,PDF,02D47300882D70BC4CAE7B27ECAF2BBFFF5B042A817FEA49FCB0D7423AE07A2A,729913,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
261,PRIMARY,P0035,RG7AB127E7FCC79BF3,CWA3337B61D35435791915,Understanding and Mitigating the Bias in Sample Selection for Learning with Noisy Labels,RQ4,RQ1;RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,DFCCE67BA186D207BCB855B78DD6B6933D80E9B2CEAA8965CF78FCFE48AB2FEC,sources/P0035.pdf,PDF,3E832CCDBB4A203A0C2BF614E4E65C5AAE19AB74DD8319FBE4B3E1AB619EDB98,2103106,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
262,PRIMARY,P0013,RG87A5FEFBCDD611DB,CWAD8481EF113E1665A9A3,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",RQ5,RQ2;RQ3;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,E112D4782CBCC534F0E1296428783D0360468B98ADC7C0FC2F9DC46AF3CE7420,sources/P0013.pdf,PDF,D3901AA393ACB598BEED4A5432F52F080237E50AD443659A18E65B1B1F4CE176,4265486,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
263,PRIMARY,P0301,RG94907AB49BBE2A6B,CW6344A82340AFFF0B79B2,\emph{FoQuS}: A Forgetting-Quality Coreset Selection Framework for Automatic Modulation Recognition,RQ5,RQ1;RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,E174359512E40082F2042237354B7874F06FE6898D79D6F9B530D17B4A960D20,sources/P0301.pdf,PDF,17232C1705DDE4391DDC94C22C305BE1ECE7E804279F927D20EC542C130EE146,233392,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
264,PRIMARY,P0036,RGA80193BF398DF2BD,CW152BC38D8C913ED84FAE,Interpreting single-cell and spatial omics data using deep neural network training dynamics,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,E17CE46429171B8BA2E547CAA8C1EF84F00C38E514763A89EDC6BBB59F847FBB,sources/P0036.pdf,PDF,B8FCF866329EE43EF1DC7E14834F79EBD8A3F63D18FFB1A08A759EA617A19874,3963620,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
265,PRIMARY,P0388,RGEFF631EEEB2AA8A0,CWA6AF3FE055C0ED4DE5AF,Lightweight Dataset Pruning without Full Training via Example Difficulty and Prediction Uncertainty,RQ5,RQ1;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,E2183A16364B43D5C33B28036FD905093A258B33C57A9B70AA112EE870F414A8,sources/P0388.pdf,PDF,D097EF622B6C9272BE5C6CAABF6C51AB5990CC55FFE6AD8FDB9DC158CD3E0335,19316090,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
266,PRIMARY,P0368,RG39B45F0CB9955082,CWE13179EF648A43C3ECD2,Training Data Selection to Improve Multi-class Instance Segmentation in Digital Pathology,RQ2,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E307BA26D2D7C87E16CAE7E36CB2DF910D213C729BB7823C1C01D0DFAA89C2D4,sources/P0368.pdf,PDF,5889FFD6D61EF5608C3F965F05E83A444803D663B15F93A769AD0645419A96EC,1470048,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
267,PRIMARY,P0273,RGFC6945DFC35CF021,CWA16C709B5AB5F3154204,It was the training data pruning too!,RQ5,RQ4;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,RQ_MINIMUM,E425EC4A297FDD901D3DB403EE626F65CE8E130E35556854A191E0C1AFAB4309,sources/P0273.pdf,PDF,4596B775218E6D02F2B3EEC87FFAFD3CBC681D54DB7453BC1626708D82745031,64044,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
268,PRIMARY,P0187,RGF4ADCF2344ACE039,CW35FA2574780F5251049C,Robust Learning for Text Classification with Multi-source Noise Simulation and Hard Example Mining,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E4418830D6CE20FAC1773EE5994A5B5558A6DA7C57E45C56A4814701E4085852,sources/P0187.pdf,PDF,3558C88855AD2540FEDD97BA384EA1DA42BA3A5B47760C84B9BC7F7B0F02EBD0,501540,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
269,PRIMARY,P0153,RG2CDE7C7830A93445,CW81993DB55DF0D5F3BB35,Exploring Training Data Attribution under Limited Access Constraints,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,E5DEA9A9FF574728DF223937D26B1FB5B3B7EB16A670C3B7B7FCD31D8EC47B74,sources/P0153.pdf,PDF,EC79332C34B158AC06B8EF372EC1C5F0E460C2BF655AECCD7ABBD07BBDE7E78F,1325382,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
270,PRIMARY,P0078,RG9702F7C85E27472D,CW1128CF8427B259632B54,An assessment of data-centric methods for label noise identification in remote sensing data sets,RQ4,RQ1;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,E63E5D720ECE7256730D22623F459AC03326A0407FED8440D55E99F50E4383F4,sources/P0078.pdf,PDF,C51E7BB2390952A60D6E0AB92D58651E9EBA4877743959E168B56ADA93D14FBC,6325624,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
271,PRIMARY,P0446,RG72338E7C2E341DD9,CW3EA774936B9299FA6C5C,Adaptive Integration of Partial Label Learning and Negative Learning for Enhanced Noisy Label Learning,RQ6,RQ1;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E703D57870CB5F25D73E66609240D46DE85A9FFBA38EC65B2DF08C3FF86E51AB,sources/P0446.pdf,PDF,E0723DE9A0340A0EBFAA4E22E327FE2AF31B175DD4D5EF8C997B4A4CF16E7010,447584,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
272,PRIMARY,P0476,RG2DCC19E9C3A5D5E1,CWB278F4162248E92B27A9,Mitigating Memorization in Sample Selection for Learning with Noisy Labels,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,E7138144F162197531542D61BAA890D26C49EE84C96CACD7E1AA4284DBC429F1,sources/P0476.pdf,PDF,A461E159BE20AFFA87351773F5B0FE90BD89790B5930B1D7CFFDD661BD85A457,2647560,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
273,PRIMARY,P0499,RGD16B918E822E2FF0,CWC494A29BDDFCC0C7B39B,A Simple and Efficient Baseline for Data Attribution on Images,RQ5,RQ3;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,RQ_MINIMUM,E764BCE8E2191477EEBFE4129D9BE024ABB3546755FD5CA171B55210F5D8E98D,sources/P0499.pdf,PDF,1FC59CF9831D8A8B1CA89B86C659BC6C810BEE9A737D355B4796FEFA2004D0F7,3395250,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
274,PRIMARY,P0068,RGD102186AC8A160DE,CWBC82344E1C0CD8EC33DB,Spaced Scheduling for Large Language Model Training,RQ1,RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E84FDF64D4ACE4D0FE76A4AD6BEB7B15DCE6807BE75A88095AF65B7A22D5245E,sources/P0068.pdf,PDF,85D30A1986DF55A7AB9678A60E28BF7EDF72F715854530AA9F11F6F016259BE5,1157704,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
275,PRIMARY,P0500,RG1B00A6361F1E36CF,CW05DAC76AD7AF4AACA48C,Label-Efficient Dataset Pruning via Semi-Supervised Pseudo-Labeling,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,E89CE9FD9B3B481EE1EE72F189D0B6FD08D42D491E6C03F92D261F1319774322,sources/P0500.pdf,PDF,BFED18ECC26F3C02A51075ABE372BCDE2E556154ABDBDFACF63FD7ABD57615F0,1270206,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
276,PRIMARY,P0253,RGEE59DC67A0BBC200,CWD00072AB5B797956278E,From Quantity to Quality: Boosting LLM Performance with Self-Guided Data Selection for Instruction Tuning,RQ5,RQ1;RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,EC630C83C63701E251A97117C46C4438277894A2E49DFDA26403D50142D3DEE0,sources/P0253.pdf,PDF,F753EF1C539BE44CC86D2EFF6443D56575DE83AF5B29D55DCF08193986EF8499,10233849,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
277,PRIMARY,P0336,RG33781731D2127BDA,CW09F1DA6A7DA94601975F,S-OHEM: Stratified Online Hard Example Mining for Object Detection,RQ5,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,EC739CCBC7C8968831DA667A1C6F01DA192761DC22B05EA0A198DE225D0A274A,sources/P0336.pdf,PDF,BE6237B976D802711E2B356B6E77D492F0EC0B9F90120B392A89F013CD951E46,950749,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
278,PRIMARY,P0055,RGAD81DA55921F8FC7,CW81CD4231D0DE2E15076D,Uncertainty-Aware Learning against Label Noise on Imbalanced Datasets,RQ7,RQ1;RQ2;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,EEB47BD45DB9EF49CC866E70A12072EF0BB0DC287976C1BC12E90DE52BEDAA03,sources/P0055.pdf,PDF,8C806032ABFBAC331A43ED9A54DAC4ED86199B048932B9022645A0820C2484B2,1696519,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
279,PRIMARY,P0462,RG97EB18B8A5831355,CW22A005244AFACBD0BFEB,Self-Paced Curriculum Learning for Visual Question Answering on Remote Sensing Data,RQ8,RQ1;RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,EFBDFC5312F8DE575D8EDAE0E3E34C04400FAB088B166A2B16488F278BE45C67,sources/P0462.pdf,PDF,7767B424E1638909A8493540E1C822AA5D8781847DE01E8AD4ED937C6036588E,583025,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
280,PRIMARY,P0089,RG38876E4B004BBD24,CWF70E65B04A8F87B9146B,Self-Paced Learning with Diversity,RQ5,RQ1;RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,F0D09DF9C8134DF436E3C2E7B92B14CCC3DAA6F6B79AD041537197F27204017A,sources/P0089.pdf,PDF,DA3CB3F840750AA845BFCDFB19AE262E052FD977BC2C1A48BCFCCD1E1EEFD9DB,754481,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
281,PRIMARY,P0467,RG756A41981DC69BA5,CW1E68CA8F25DC2298874D,Example Forgetting: A Novel Approach to Explain and Interpret Deep Neural Networks in Seismic Interpretation,RQ5,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,F178EC53D1A9BB394C10841E012061EEA91F504D38F7D782E7D194D6F297923C,sources/P0467.pdf,PDF,C78E04CCC4DB97BBB2913BEBD3FB557601F2EA6F87AAA369B370FBF8944B6063,15304386,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
282,PRIMARY,P0147,RG956A8FDEADC2B6A2,CWEF948C3DBE89E0321123,CurGraph: Curriculum Learning for Graph Classification,RQ5,RQ1;RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,F19282089E5F568A2D82B618DE8A7BC7BE19041BEC23AEEA5B3D70430962CF2D,sources/P0147.pdf,PDF,8A932922A3847706D50A579B6BD4216C460BA51F55995B02ACE54C981B1C943C,1485124,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
283,PRIMARY,P0116,RG69457C334A828050,CW8665C24D5E0A8E499D95,Hybrid Knowledge Transfer for Improved Cross-Lingual Event Detection via Hierarchical Sample Selection,RQ5,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F204D0A41BB8A8A9DFD09C35077F5A3F8EFD5003BE5D3DD4554AB2DD8C46ED35,sources/P0116.pdf,PDF,630E8A8E03C6EABCE2A383D47DCBC88DDD4CFFCDD786BAADABC6606FF3F0CFC6,508958,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
